decision,left_obstacle,front_obstacle,right_obstacle,suggested_direction
0,0,0,0,-0.500000236925,1
0,0,0,0,0.483679772827,0
1,0,0,0,0.468195294099,-1
0,0,0,0,-0.548874701233,1
1,0,0,0,0.436548781897,-1
1,0,0,0,-0.581175282862,0
1,0,0,0,-0.599696021477,-1
0,0,0,0,-0.585511869523,-1
1,0,0,0,0.433233076396,1
0,0,0,0,-0.551505355341,-1
1,0,0,0,0.466524370349,1
1,0,0,0,-0.517201982649,0
1,0,0,0,-0.500000250088,1
1,0,0,0,-0.518184432195,-1
1,0,0,0,-0.500000264799,0
1,0,0,0,-0.480714683198,0
0,0,0,0,-0.46026326963,-1
1,0,0,0,0.55771555071,1
1,0,0,0,-0.420833510619,1
1,0,0,0,-0.438583238222,0
1,0,0,0,-0.457621732948,-1
1,0,0,0,-0.434376589916,1
1,0,0,0,-0.454604628067,-1
1,0,0,0,-0.429553839309,0
1,0,0,0,-0.402820886008,1
1,0,0,0,-0.423969639382,-1
1,0,0,0,-0.394863604616,1
1,0,0,0,-0.41742930492,0
0,0,0,0,-0.442284612312,1
0,0,0,0,0.527661272509,0
1,0,0,0,0.499999624869,-1
0,0,0,0,-0.527662057616,1
0,0,0,0,0.447070331558,1
1,0,0,0,0.474548445145,1
0,0,0,0,-0.500000375131,-1
0,0,0,0,0.525450832871,0
0,0,0,0,0.548874101147,0
0,0,0,0,0.570446160691,0
0,0,0,0,0.590334046189,-1
1,0,0,0,0.565623410084,-1
1,0,0,0,-0.454604628067,0
1,0,0,0,-0.476432621114,-1
1,0,0,0,-0.451125898853,0
1,0,0,0,-0.423969639382,0
0,0,0,0,0.527661272509,1
1,0,0,0,0.552928910313,1
0,0,0,0,-0.41742930492,-1
0,0,0,0,0.605136395384,0
1,0,0,0,0.625665386679,1
1,0,0,0,-0.344042345797,1
1,0,0,0,-0.363725331368,0
0,0,0,0,-0.385502287484,1
0,0,0,0,0.58257069508,1
1,0,0,0,0.605136395384,1
0,0,0,0,-0.363725331368,-1
0,0,0,0,0.655957654203,0
1,0,0,0,0.673802121901,1
0,0,0,0,-0.295167947062,-1
1,0,0,0,0.71998679502,1
1,0,0,0,-0.248669008197,0
1,0,0,0,-0.216001387521,1
1,0,0,0,-0.228401495913,0
1,0,0,0,-0.242238868324,-1
1,0,0,0,-0.204833972596,1
1,0,0,0,-0.218377021926,-1
0,0,0,0,-0.177172595871,-1
0,0,0,0,0.834093826885,0
0,0,0,0,0.844040195224,0
0,0,0,0,0.852881562821,-1
0,0,0,0,0.817892774791,0
0,0,0,0,0.783998612479,0
0,0,0,0,0.751330991803,0
1,0,0,0,0.71998679502,-1
1,0,0,0,-0.295167947062,-1
1,0,0,0,-0.262549474656,0
0,0,0,0,-0.228401495913,-1
0,0,0,0,0.783998612479,-1
0,0,0,0,0.751330991803,1
0,0,0,0,0.763882424527,-1
0,0,0,0,0.733749395318,1
0,0,0,0,0.746291997944,0
1,0,0,0,0.757761377961,1
0,0,0,0,-0.214334705276,-1
1,0,0,0,0.795166372517,1
0,0,0,0,-0.177172085771,-1
1,0,0,0,0.830497657434,1
1,0,0,0,-0.142270864519,1
1,0,0,0,-0.148806769207,0
1,0,0,0,-0.155959495973,-1
1,0,0,0,-0.12566747701,0
1,0,0,0,-0.094788383119,1
1,0,0,0,-0.0996979473518,-1
1,0,0,0,-0.0667698983938,1
1,0,0,0,-0.0704497385122,0
1,0,0,0,-0.0745569035364,-1
0,0,0,0,-0.0374114731517,-1
1,0,0,0,0.964662198402,1
1,0,0,0,0.999328943994,1
0,0,0,0,-0.00069051092413,-1
0,0,0,0,0.962588526848,0
0,0,0,0,0.925443096464,-1
1,0,0,0,0.929550261488,-1
1,0,0,0,-0.0353378015977,0
0,0,0,0,-0.000671056006058,1
0,0,0,0,0.999346842038,0
0,0,0,0,0.99936338036,-1
1,0,0,0,0.968189139871,-1
0,0,0,0,-0.0334817735054,1
1,0,0,0,0.933230101606,-1
0,0,0,0,-0.0704497385122,1
0,0,0,0,0.894860993406,0
0,0,0,0,0.860789471813,0
0,0,0,0,0.82750865103,1
1,0,0,0,0.836181403838,1
0,0,0,0,-0.132097757841,-1
1,0,0,0,0.87433252299,1
1,0,0,0,-0.0704497385122,-1
0,0,0,0,0.999328943994,-1
0,0,0,0,0.99936338036,0
0,0,0,0,0.999378722841,1
1,0,0,0,0.969701297301,1
0,0,0,0,-0.0318108601291,-1
0,0,0,0,0.936545797918,0
0,0,0,0,0.905211616881,0
1,0,0,0,-0.17249134897,1
1,0,0,0,-0.139210528187,-1
0,0,0,0,-0.147118437179,-1
0,0,0,0,0.817892774791,-1
1,0,0,0,0.82750865103,-1
1,0,0,0,-0.139210528187,0
0,0,0,0,-0.105139006594,1
0,0,0,0,0.900302052648,1
0,0,0,0,0.867902242159,0
0,0,0,0,0.836181403838,0
0,0,0,0,0.805270450735,0
1,0,0,0,0.775278486273,1
1,0,0,0,-0.236117575473,1
1,0,0,0,-0.20483377128,-1
0,0,0,0,-0.216001387521,-1
0,0,0,0,0.71998679502,-1
1,0,0,0,0.733749395318,-1
0,0,0,0,0.775278486273,0
0,0,0,0,0.785665294724,1
0,0,0,0,0.757761377961,0
0,0,0,0,0.730802184749,0
0,0,0,0,0.70483219529,-1
1,0,0,0,0.717073368979,-1
1,0,0,0,-0.257762766979,-1
1,0,0,0,-0.269197815251,1
1,0,0,0,-0.242238622039,-1
0,0,0,0,-0.253708002056,-1
0,0,0,0,0.718375183604,-1
0,0,0,0,0.742237233021,1
1,0,0,0,0.717073368979,1
0,0,0,0,-0.29516780471,-1
0,0,0,0,0.679879562417,0
0,0,0,0,0.655957805841,0
0,0,0,0,0.633067727677,0
0,0,0,0,0.611199403044,0
0,0,0,0,0.570446264257,-1
0,0,0,0,0.585511369308,0
0,0,0,0,0.599695529491,1
0,0,0,0,0.581174809604,-1
1,0,0,0,0.594785983406,-1
0,0,0,0,-0.386939095038,1
0,0,0,0,0.625665585316,0
0,0,0,0,0.637563630747,0
1,0,0,0,0.648805191733,-1
1,0,0,0,-0.333129693941,0
1,0,0,0,-0.314453242219,-1
1,0,0,0,-0.324987356048,0
1,0,0,0,-0.336183027935,0
1,0,0,0,-0.348096975848,0
1,0,0,0,-0.36079140909,1
1,0,0,0,-0.339769609074,0
0,0,0,0,-0.317894462026,1
1,0,0,0,0.6938571788,-1
1,0,0,0,-0.284000135126,0
1,0,0,0,-0.261095758001,0
0,0,0,0,-0.237452017267,1
0,0,0,0,0.771598835244,0
0,0,0,0,0.780011819409,1
1,0,0,0,0.757761525733,1
1,0,0,0,-0.251332420404,0
1,0,0,0,-0.261095758001,1
1,0,0,0,-0.237452017267,-1
0,0,0,0,-0.247212028658,-1
1,0,0,0,0.728399922883,1
0,0,0,0,-0.282926631021,-1
0,0,0,0,0.692821983288,0
0,0,0,0,0.669500858306,-1
0,0,0,0,0.682105537974,0
0,0,0,0,-0.284000135126,1
1,0,0,0,0.726404309593,-1
0,0,0,0,-0.228401164756,1
0,0,0,0,0.780011819409,0
0,0,0,0,0.787849420444,0
1,0,0,0,0.795166564246,-1
1,0,0,0,-0.183382556116,0
0,0,0,0,-0.161494825688,1
0,0,0,0,0.844040856945,1
0,0,0,0,0.82282816928,0
0,0,0,0,0.802011671973,0
0,0,0,0,0.781623577602,0
0,0,0,0,0.76169127992,-1
1,0,0,0,0.769196629075,-1
0,0,0,0,-0.211396224482,1
0,0,0,0,0.795166631351,1
1,0,0,0,0.776262751872,1
0,0,0,0,-0.230803370925,-1
0,0,0,0,0.750228016493,-1
0,0,0,0,0.757761624247,1
0,0,0,0,0.739680741681,-1
0,0,1,0,0.747210922364,1
0,1,0,0,0.729949038175,0
0,1,0,0,0.713099707137,0
-1,1,0,0,0.696671066303,-1
1,0,0,0,-0.885498574193,-1
1,0,0,0,-0.942277783547,1
1,0,0,0,-0.936542630857,-1
0,0,0,0,0.000900315940998,-1
0,0,0,0,0.000858417600791,0
0,0,0,0,0.000821872306712,-1
1,0,0,0,0.052935695942,-1
1,0,0,0,-0.942277783547,0
0,0,0,0,0.000900315940998,0
0,0,0,0,0.0634573691432,0
1,0,0,0,0.125669037622,1
1,0,0,0,-0.860787918191,1
1,0,0,0,-0.929547098075,-1
1,0,0,0,-0.9208268349,0
1,0,0,0,-0.909659227411,0
1,0,0,0,-0.894856807195,0
1,0,0,0,-0.874327841217,0
1,0,0,0,-0.844035563261,1
0,0,0,0,-0.998576476396,0
0,0,0,0,0.155964436739,1
0,0,0,0,0.125672158783,-1
0,0,0,0,0.242240838592,1
0,0,0,0,0.204835784426,-1
0,0,0,0,0.295169133326,1
0,0,0,0,0.257764067295,0
1,0,0,0,0.228402489381,1
1,0,0,0,-0.844038651219,1
0,0,0,0,-0.822825873838,1
0,0,0,0,0.257764067295,1
0,0,0,0,-0.844038651219,-1
0,0,0,0,0.139212081809,0
1,0,0,0,-0.936542630857,1
1,0,0,0,-0.929547098075,0
1,0,0,0,-0.9208268349,-1
